ID,BUG_TYPE,STOP_COND,BUD,SUBJ,TOOL,LINE,BRNCH,EPACOV,EPA,EPATOT,EXCEPCOV,EXCEP,EXCEPTOT,EXCEPVALCOV,EXCEPVAL,EXCEPVALTOT,ADJACCOV,ADJAC,ADJACTOT,ERR,NERR,TERR,MUT,TIME,LOC,PIMUT,ERRF,MJMUT,MUT_KILLED,ERRPROT_KILLED,GENS,TOT_TIME
23,all,maxtime,600,com.example.socket.Socket,line_branch_exception_epatransition_epaexception,0.874371859,0.822222222,0.9,18,20,0.0546875,28,512,0.086466165,46,532,0.001138848,50,43904,N/A,N/A,N/A,N/A,N/A,N/A,0.818181818,N/A,N/A,N/A,N/A,953,663.393
24,all,maxtime,600,com.example.socket.Socket,line_branch_exception_epatransition_epaexception,0.854271357,0.822222222,0.95,19,20,0.0546875,28,512,0.088345865,47,532,0.001116071,49,43904,N/A,N/A,N/A,N/A,N/A,N/A,0.777777778,N/A,N/A,N/A,N/A,884,645.221
25,all,maxtime,600,com.example.socket.Socket,line_branch_exception_epatransition_epaexception,0.874371859,0.822222222,0.95,19,20,0.0546875,28,512,0.088345865,47,532,0.001184402,52,43904,N/A,N/A,N/A,N/A,N/A,N/A,0.808080808,N/A,N/A,N/A,N/A,858,647.316
26,all,maxtime,600,com.example.socket.Socket,line_branch_exception_epatransition_epaexception,0.884422111,0.822222222,0.9,18,20,0.05859375,30,512,0.090225564,48,532,0.001184402,52,43904,N/A,N/A,N/A,N/A,N/A,N/A,0.828282828,N/A,N/A,N/A,N/A,783,649.705
27,all,maxtime,600,com.example.socket.Socket,line_branch_exception_epatransition_epaexception,0.884422111,0.822222222,0.95,19,20,0.05859375,30,512,0.092105263,49,532,0.001207179,53,43904,N/A,N/A,N/A,N/A,N/A,N/A,0.828282828,N/A,N/A,N/A,N/A,857,645.235
28,all,maxtime,600,com.example.socket.Socket,line_branch_exception_epatransition_epaexception,0.879396985,0.822222222,1,20,20,0.0546875,28,512,0.090225564,48,532,0.001184402,52,43904,N/A,N/A,N/A,N/A,N/A,N/A,0.838383838,N/A,N/A,N/A,N/A,863,647.229
29,all,maxtime,600,com.example.socket.Socket,line_branch_exception_epatransition_epaexception,0.864321608,0.822222222,0.95,19,20,0.0546875,28,512,0.088345865,47,532,0.001116071,49,43904,N/A,N/A,N/A,N/A,N/A,N/A,0.767676768,N/A,N/A,N/A,N/A,909,645.035
0,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.86E-04,101,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,511,322.196
1,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.18E-04,94,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,213,147.785
2,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.38E-04,96,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.765957447,N/A,N/A,N/A,N/A,332,234.775
3,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.67E-04,99,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,232,181.335
4,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.18E-04,94,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,181,140.057
5,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.08E-04,93,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.765957447,N/A,N/A,N/A,N/A,532,319.076
6,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.28E-04,95,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,590,330.445
7,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.28E-04,95,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,319,435.526
8,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.47E-04,97,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.765957447,N/A,N/A,N/A,N/A,222,165.399
9,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.57E-04,98,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,177,127.849
10,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.18E-04,94,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,336,239.183
11,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.57E-04,98,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,384,177.435
12,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.18E-04,94,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,398,240.397
13,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,8.98E-04,92,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.765957447,N/A,N/A,N/A,N/A,909,462.911
14,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.57E-04,98,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,157,128.914
15,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.28E-04,95,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,263,148.077
16,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.28E-04,95,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,615,378.995
17,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.77E-04,100,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,210,228.312
18,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.38E-04,96,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,290,201.337
19,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.77E-04,100,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,229,170.235
20,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.77E-04,100,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,198,200.798
21,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.47E-04,97,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,398,237.951
22,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.47E-04,97,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,379,273.299
23,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.38E-04,96,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,266,191.06
24,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.86E-04,101,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.829787234,N/A,N/A,N/A,N/A,124,114.077
26,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,0.001015625,104,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,197,169.566
27,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,8.98E-04,92,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,292,210.688
28,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,0.984615385,64,65,0,0,810,0.073142857,64,875,8.98E-04,92,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,391,265.576
29,all,maxtime,600,com.example.listitr.ListItr,epatransition,0.688073394,0.590909091,1,65,65,0,0,810,0.074285714,65,875,9.77E-04,100,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.808510638,N/A,N/A,N/A,N/A,348,257.75
0,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.016049383,13,810,0.089142857,78,875,0.001103516,113,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1479,623.61
1,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001054688,108,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,1241,619.519
2,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001074219,110,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1194,678.87
3,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001142578,117,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1184,679.455
4,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001054688,108,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,1182,679.374
5,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001025391,105,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,1155,660.087
6,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001015625,104,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1221,662.097
7,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001162109,119,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,1173,678.82
8,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001064453,109,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1214,677.718
9,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001064453,109,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1108,675.567
10,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001152344,118,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1255,670.299
11,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001123047,115,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1196,694.209
12,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001044922,107,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1173,667.77
13,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001113281,114,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1288,664.54
14,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001054688,108,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1195,673.925
15,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001005859,103,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,937,674.434
16,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,0.984615385,64,65,0.017283951,14,810,0.089142857,78,875,0.001054688,108,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1291,671.223
17,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,9.96E-04,102,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,1113,677.239
18,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001083984,111,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1097,684.575
19,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,9.57E-04,98,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1150,679.581
20,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.00109375,112,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1284,671.179
21,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,0.984615385,64,65,0.017283951,14,810,0.089142857,78,875,9.86E-04,101,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,1082,672.523
22,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001123047,115,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,1139,681.029
23,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,0.984615385,64,65,0.017283951,14,810,0.089142857,78,875,0.001035156,106,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1135,667.793
24,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001083984,111,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1361,680.976
25,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,0.984615385,64,65,0.017283951,14,810,0.089142857,78,875,0.001015625,104,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1018,662.027
26,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,0.984615385,64,65,0.017283951,14,810,0.089142857,78,875,0.001054688,108,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,1253,667.78
27,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001064453,109,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1257,671.751
28,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,1,65,65,0.017283951,14,810,0.090285714,79,875,0.001054688,108,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1096,678.679
29,all,maxtime,600,com.example.listitr.ListItr,epatransition_epaexception,0.798165138,0.772727273,0.984615385,64,65,0.016049383,13,810,0.088,77,875,9.77E-04,100,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,1106,688.12
0,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006357422,651,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,686,798.18
1,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006464844,662,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,694,788.844
2,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.818181818,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006464844,662,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,748,788.967
3,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006464844,662,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,728,788.097
4,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.818181818,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006396484,655,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,604,784.992
5,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006367188,652,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,595,781.895
6,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006464844,662,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.659574468,N/A,N/A,N/A,N/A,607,784.66
7,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006386719,654,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,556,790.459
8,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006416016,657,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,616,789.692
9,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006425781,658,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.638297872,N/A,N/A,N/A,N/A,651,787.19
10,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006289063,644,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,561,791.252
11,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006445313,660,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.765957447,N/A,N/A,N/A,N/A,617,786.685
12,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006425781,658,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,638,792.153
13,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006396484,655,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.765957447,N/A,N/A,N/A,N/A,559,788.945
14,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006425781,658,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.659574468,N/A,N/A,N/A,N/A,585,789.62
15,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006376953,653,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.765957447,N/A,N/A,N/A,N/A,569,791.559
16,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006425781,658,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.595744681,N/A,N/A,N/A,N/A,597,792.047
17,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006425781,658,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,614,786.365
18,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006435547,659,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,571,778.553
19,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006416016,657,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,601,781.94
20,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.00640625,656,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,636,788.484
21,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006445313,660,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.765957447,N/A,N/A,N/A,N/A,609,796.167
23,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006445313,660,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,606,782.305
24,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006376953,653,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,622,791.56
25,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006240234,639,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.638297872,N/A,N/A,N/A,N/A,650,791.397
26,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006435547,659,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,607,790.31
27,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006416016,657,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,656,782.964
28,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006318359,647,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.85106383,N/A,N/A,N/A,N/A,538,785.308
29,all,maxtime,600,com.example.listitr.ListItr,epaadjacentedges,0.825688073,0.863636364,1,65,65,0.017283951,14,810,0.090285714,79,875,0.006435547,659,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.70212766,N/A,N/A,N/A,N/A,642,789.133
0,all,maxtime,600,com.example.listitr.ListItr,line_branch_,0.825688073,0.863636364,0.246153846,16,65,0.004938272,4,810,0.022857143,20,875,1.95E-04,20,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.723404255,N/A,N/A,N/A,N/A,3541,613.905
1,all,maxtime,600,com.example.listitr.ListItr,line_branch_,0.825688073,0.863636364,0.261538462,17,65,0.004938272,4,810,0.024,21,875,1.95E-04,20,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,3552,618.804
2,all,maxtime,600,com.example.listitr.ListItr,line_branch_,0.825688073,0.863636364,0.261538462,17,65,0.004938272,4,810,0.024,21,875,1.86E-04,19,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,3379,617.362
3,all,maxtime,600,com.example.listitr.ListItr,line_branch_,0.825688073,0.863636364,0.276923077,18,65,0.004938272,4,810,0.025142857,22,875,1.95E-04,20,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,3235,616.314
4,all,maxtime,600,com.example.listitr.ListItr,line_branch_,0.825688073,0.863636364,0.230769231,15,65,0.004938272,4,810,0.021714286,19,875,1.76E-04,18,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,3525,616.594
5,all,maxtime,600,com.example.listitr.ListItr,line_branch_,0.825688073,0.863636364,0.246153846,16,65,0.004938272,4,810,0.022857143,20,875,1.86E-04,19,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,3167,618.824
6,all,maxtime,600,com.example.listitr.ListItr,line_branch_,0.825688073,0.863636364,0.261538462,17,65,0.004938272,4,810,0.024,21,875,1.95E-04,20,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.787234043,N/A,N/A,N/A,N/A,4616,623.83
7,all,maxtime,600,com.example.listitr.ListItr,line_branch_,0.825688073,0.863636364,0.276923077,18,65,0.004938272,4,810,0.025142857,22,875,1.95E-04,20,102400,N/A,N/A,N/A,N/A,N/A,N/A,0.744680851,N/A,N/A,N/A,N/A,4493,625.251
